Steps out_loss reg_loss point_loss train_accuracy time memory
3240 0.095 18.254 0.453 0.98 1805.05 8133.6
3241 0.078 18.254 0.445 0.97 1805.40 8133.6
3242 0.115 18.254 0.406 0.96 1805.77 8133.6
3243 0.080 18.254 0.428 0.98 1806.15 8133.7
3244 0.060 18.254 0.461 0.98 1806.51 8133.7
3246 0.095 18.254 0.436 0.97 1810.04 8138.1
3247 0.054 18.254 0.437 0.99 1810.42 8138.1
3248 0.090 18.254 0.436 0.98 1810.79 8138.1
3249 0.152 18.254 0.451 0.95 1811.13 8138.1
3250 0.066 18.254 0.443 0.98 1811.52 8138.1
3251 0.095 18.254 0.459 0.97 1811.89 8138.1
3252 0.065 18.254 0.471 0.98 1812.20 8138.1
3253 0.069 18.254 0.423 0.98 1812.60 8138.1
3254 0.079 18.254 0.461 0.98 1812.97 8138.1
3255 0.078 18.254 0.420 0.97 1813.34 8138.1
3256 0.090 18.254 0.440 0.97 1813.68 8138.1
3257 0.070 18.254 0.469 0.98 1813.95 8138.1
3259 0.090 18.254 0.470 0.97 1817.45 8211.6
3260 0.085 18.254 0.438 0.97 1817.81 8211.6
3261 0.073 18.254 0.444 0.98 1818.19 8211.7
3262 0.066 18.254 0.445 0.98 1818.54 8211.7
3263 0.093 18.254 0.447 0.97 1818.88 8211.7
3264 0.129 18.254 0.408 0.96 1819.14 8211.7
3265 0.043 18.254 0.449 0.99 1819.47 8211.9
3266 0.095 18.254 0.445 0.97 1819.83 8211.9
3267 0.044 18.254 0.437 0.99 1820.21 8211.9
3268 0.078 18.254 0.428 0.97 1820.59 8211.9
3269 0.140 18.254 0.453 0.96 1820.90 8212.0
3270 0.032 18.254 0.423 0.99 1821.30 8212.0
3271 0.393 18.254 0.560 0.86 1821.47 8212.0
3273 0.102 18.254 0.462 0.97 1824.93 8222.6
3274 0.071 18.254 0.436 0.98 1825.32 8222.9
3275 0.058 18.254 0.442 0.98 1825.69 8223.1
3276 0.059 18.254 0.446 0.99 1826.08 8223.1
3277 0.071 18.254 0.417 0.98 1826.44 8223.1
3278 0.093 18.254 0.430 0.97 1826.83 8223.1
3279 0.071 18.254 0.451 0.98 1827.18 8223.1
3280 0.068 18.254 0.420 0.98 1827.57 8223.1
3281 0.116 18.254 0.451 0.96 1827.93 8223.2
3282 0.054 18.254 0.430 0.98 1828.27 8200.6
3283 0.078 18.254 0.460 0.97 1828.63 8200.6
3284 0.087 18.254 0.447 0.98 1828.89 8200.6
3286 0.065 18.254 0.425 0.98 1834.37 8268.7
3287 0.124 18.254 0.445 0.96 1834.78 8268.7
3288 0.050 18.254 0.453 0.99 1835.15 8268.7
3289 0.078 18.254 0.443 0.98 1835.47 8268.7
3290 0.050 18.254 0.432 0.99 1835.89 8268.7
3291 0.070 18.254 0.432 0.98 1836.30 8268.7
3292 0.091 18.254 0.451 0.97 1836.65 8268.7
3293 0.098 18.254 0.435 0.97 1837.01 8268.7
3294 0.094 18.254 0.431 0.97 1837.31 8268.7
3295 0.028 18.254 0.436 0.99 1837.65 8268.7
3296 0.090 18.254 0.450 0.97 1838.02 8268.7
3297 0.144 18.254 0.457 0.95 1838.31 8268.7
3299 0.125 18.254 0.454 0.96 1841.75 8282.1
3300 0.060 18.254 0.415 0.98 1842.12 8282.2
3301 0.097 18.254 0.430 0.97 1842.47 8282.2
3302 0.064 18.253 0.449 0.98 1842.84 8233.9
3303 0.057 18.253 0.409 0.99 1843.20 8233.9
3304 0.101 18.253 0.426 0.97 1843.59 8234.0
3305 0.092 18.253 0.457 0.97 1843.86 8234.2
3306 0.052 18.253 0.442 0.98 1844.23 8234.2
3307 0.054 18.253 0.441 0.98 1844.61 8234.2
3308 0.064 18.253 0.432 0.98 1844.96 8234.2
3309 0.099 18.253 0.454 0.97 1845.32 8234.2
3310 0.043 18.253 0.453 0.99 1845.65 8234.2
3312 0.082 18.253 0.459 0.97 1849.19 8300.0
3313 0.098 18.253 0.446 0.97 1849.53 8300.0
3314 0.080 18.253 0.445 0.97 1849.91 8300.0
3315 0.052 18.253 0.415 0.98 1850.28 8259.2
3316 0.049 18.253 0.422 0.99 1850.66 8259.2
3317 0.140 18.253 0.448 0.95 1851.01 8259.2
3318 0.082 18.253 0.430 0.98 1851.40 8259.2
3319 0.040 18.253 0.432 0.99 1851.80 8259.2
3320 0.077 18.253 0.466 0.98 1852.18 8217.8
3321 0.044 18.253 0.434 0.99 1852.53 8217.8
3322 0.073 18.253 0.438 0.98 1852.87 8217.8
3323 0.132 18.253 0.461 0.96 1853.10 8217.8
3325 0.048 18.253 0.430 0.98 1856.70 8232.4
3326 0.073 18.253 0.438 0.98 1857.06 8232.4
3327 0.064 18.253 0.433 0.98 1857.41 8232.4
3328 0.085 18.253 0.470 0.97 1857.80 8232.4
3329 0.066 18.253 0.436 0.98 1858.19 8232.4
3330 0.086 18.253 0.454 0.97 1858.56 8232.4
3331 0.084 18.253 0.428 0.97 1858.90 8232.4
3332 0.074 18.253 0.450 0.97 1859.25 8232.4
3333 0.164 18.253 0.447 0.95 1859.59 8232.7
3334 0.041 18.253 0.421 0.99 1859.91 8232.7
3335 0.059 18.253 0.428 0.98 1860.31 8232.7
3336 0.126 18.253 0.448 0.96 1860.61 8232.7
3338 0.087 18.253 0.428 0.97 1864.12 8297.7
3339 0.076 18.253 0.447 0.98 1864.51 8340.4
3340 0.103 18.253 0.461 0.97 1864.92 8341.0
3341 0.110 18.253 0.471 0.97 1865.29 8296.7
3342 0.076 18.253 0.442 0.98 1865.68 8238.0
3343 0.084 18.253 0.478 0.97 1866.02 8238.0
3344 0.095 18.253 0.409 0.97 1866.40 8238.0
3345 0.098 18.253 0.437 0.97 1866.78 8238.0
3346 0.074 18.253 0.450 0.98 1867.15 8238.0
3347 0.065 18.253 0.435 0.98 1867.53 8238.0
3348 0.173 18.253 0.409 0.95 1867.87 8194.2
3349 0.042 18.253 0.462 0.99 1868.09 8194.2
3351 0.083 18.253 0.438 0.97 1871.60 8294.0
3352 0.034 18.253 0.418 0.99 1872.00 8294.1
3353 0.069 18.253 0.462 0.98 1872.38 8294.3
3354 0.085 18.253 0.445 0.97 1872.75 8294.5
3355 0.076 18.253 0.422 0.98 1873.12 8294.7
3356 0.092 18.253 0.449 0.97 1873.47 8294.7
3357 0.061 18.253 0.453 0.98 1873.85 8294.7
3358 0.091 18.253 0.435 0.97 1874.21 8294.7
3359 0.047 18.253 0.441 0.99 1874.59 8294.7
3360 0.095 18.253 0.438 0.97 1874.94 8246.1
3361 0.140 18.253 0.457 0.96 1875.28 8246.1
3362 0.046 18.253 0.457 0.99 1875.49 8246.1
3364 0.093 18.253 0.448 0.97 1879.04 8280.0
3365 0.093 18.253 0.440 0.97 1879.29 8280.2
3366 0.107 18.253 0.432 0.97 1879.70 8280.3
3367 0.060 18.253 0.428 0.98 1880.03 8280.3
3368 0.077 18.253 0.435 0.98 1880.40 8280.3
3369 0.136 18.253 0.429 0.96 1880.75 8280.3
3370 0.065 18.253 0.437 0.98 1881.13 8280.3
3371 0.096 18.253 0.458 0.97 1881.49 8280.3
3372 0.049 18.253 0.447 0.98 1881.88 8280.3
3373 0.046 18.253 0.419 0.99 1882.25 8280.3
3374 0.115 18.253 0.453 0.96 1882.68 8280.3
3375 0.085 18.253 0.475 0.97 1882.98 8280.4
3377 0.058 18.253 0.434 0.98 1886.36 8259.4
3378 0.095 18.253 0.468 0.97 1886.77 8211.1
3379 0.112 18.253 0.454 0.97 1887.10 8211.1
3380 0.073 18.253 0.426 0.98 1887.42 8211.1
3381 0.069 18.253 0.433 0.98 1887.80 8211.1
3382 0.101 18.253 0.439 0.96 1888.17 8211.1
3383 0.073 18.253 0.425 0.98 1888.52 8211.1
3384 0.071 18.253 0.409 0.98 1888.90 8211.1
3385 0.089 18.253 0.456 0.97 1889.23 8211.1
3386 0.041 18.253 0.424 0.99 1889.62 8211.1
3387 0.062 18.253 0.462 0.98 1889.97 8211.1
3388 0.046 18.252 0.424 0.99 1890.27 8211.1
3390 0.074 18.252 0.461 0.98 1893.64 8197.8
3391 0.080 18.252 0.411 0.98 1894.00 8197.8
3392 0.074 18.252 0.461 0.98 1894.37 8197.8
3393 0.076 18.252 0.452 0.97 1894.74 8197.8
3394 0.045 18.252 0.413 0.99 1895.07 8197.8
3395 0.066 18.252 0.420 0.98 1895.45 8197.8
3396 0.116 18.252 0.438 0.96 1895.85 8197.8
3397 0.058 18.252 0.454 0.98 1896.23 8197.8
3398 0.069 18.252 0.441 0.98 1896.56 8197.8
3399 0.069 18.252 0.433 0.98 1896.94 8198.0
3400 0.064 18.252 0.451 0.98 1897.31 8198.0
3401 0.361 18.252 0.432 0.90 1897.54 8198.0
3403 0.080 18.252 0.413 0.97 1901.11 8227.5
3404 0.074 18.252 0.443 0.98 1901.49 8167.4
3405 0.124 18.252 0.446 0.96 1901.84 8167.4
3406 0.068 18.252 0.432 0.98 1902.09 8167.4
3407 0.093 18.252 0.441 0.98 1902.49 8167.4
3408 0.065 18.252 0.445 0.98 1902.86 8167.4
3409 0.061 18.252 0.463 0.98 1903.24 8129.3
3410 0.064 18.252 0.458 0.98 1903.62 8129.3
3411 0.067 18.252 0.427 0.98 1903.98 8129.3
3412 0.079 18.252 0.446 0.98 1904.31 8129.3
3413 0.096 18.252 0.454 0.97 1904.67 8129.3
3414 0.171 18.252 0.433 0.95 1904.94 8129.3
3416 0.080 18.252 0.465 0.98 1908.33 8313.2
3417 0.087 18.252 0.454 0.97 1908.72 8313.7
3418 0.053 18.252 0.423 0.98 1909.11 8314.1
3419 0.065 18.252 0.449 0.98 1909.42 8259.8
3420 0.080 18.252 0.433 0.97 1909.76 8216.5
3421 0.049 18.252 0.431 0.98 1910.13 8216.5
3422 0.076 18.252 0.406 0.98 1910.51 8216.5
3423 0.117 18.252 0.430 0.96 1910.86 8216.5
3424 0.094 18.252 0.441 0.97 1911.24 8216.5
3425 0.068 18.252 0.436 0.98 1911.60 8216.5
3426 0.121 18.252 0.463 0.96 1911.97 8216.5
3427 0.097 18.252 0.445 0.97 1912.26 8152.5
3429 0.128 18.252 0.456 0.95 1915.89 8335.6
3430 0.099 18.252 0.480 0.97 1916.18 8335.6
3431 0.140 18.252 0.448 0.95 1916.52 8335.8
3432 0.112 18.252 0.426 0.96 1916.87 8293.7
3433 0.094 18.252 0.432 0.97 1917.24 8264.4
3434 0.063 18.252 0.412 0.98 1917.60 8264.4
3435 0.056 18.252 0.442 0.98 1918.00 8172.0
3436 0.045 18.252 0.430 0.99 1918.39 8172.2
3437 0.075 18.252 0.434 0.97 1918.80 8172.3
3438 0.091 18.252 0.475 0.97 1919.19 8172.3
3439 0.064 18.252 0.438 0.98 1919.57 8172.3
3440 0.043 18.252 0.426 0.99 1919.87 8172.3
3442 0.091 18.252 0.459 0.97 1923.49 8125.4
3443 0.090 18.252 0.430 0.97 1923.78 8125.4
3444 0.063 18.252 0.420 0.98 1924.15 8104.1
3445 0.070 18.252 0.444 0.98 1924.52 8104.1
3446 0.103 18.252 0.423 0.97 1924.85 8104.1
3447 0.079 18.252 0.415 0.98 1925.22 8104.1
3448 0.053 18.252 0.445 0.98 1925.59 8104.1
3449 0.112 18.252 0.419 0.96 1925.96 8104.1
3450 0.119 18.252 0.460 0.96 1926.36 8104.2
3451 0.080 18.252 0.462 0.97 1926.72 8104.2
3452 0.063 18.252 0.400 0.98 1926.98 8104.2
3453 0.046 18.252 0.442 0.99 1927.37 8104.4
3455 0.083 18.252 0.423 0.97 1930.84 8209.5
3456 0.095 18.252 0.483 0.97 1931.14 8212.2
3457 0.056 18.252 0.451 0.98 1931.49 8190.6
3458 0.063 18.252 0.437 0.98 1931.89 8190.7
3459 0.068 18.252 0.409 0.98 1932.28 8190.7
3460 0.072 18.252 0.442 0.98 1932.64 8190.8
3461 0.105 18.252 0.467 0.96 1933.01 8190.8
3462 0.080 18.252 0.425 0.98 1933.35 8191.1
3463 0.077 18.252 0.464 0.97 1933.71 8140.6
3464 0.038 18.252 0.434 0.99 1934.12 8140.6
3465 0.159 18.252 0.409 0.95 1934.46 8140.6
3466 0.151 18.252 0.450 0.95 1934.76 8140.6
3468 0.050 18.252 0.427 0.99 1938.31 8135.5
3469 0.052 18.252 0.443 0.98 1938.70 8081.8
3470 0.142 18.252 0.455 0.95 1939.07 8081.8
3471 0.080 18.252 0.451 0.98 1939.48 8081.8
3472 0.072 18.252 0.445 0.97 1939.85 8081.8
3473 0.073 18.252 0.429 0.97 1940.20 8081.8
3474 0.091 18.252 0.450 0.97 1940.56 8081.8
3475 0.040 18.252 0.425 0.99 1940.93 8081.8
3476 0.120 18.252 0.478 0.96 1941.22 8081.8
3477 0.049 18.252 0.442 0.98 1941.56 8081.8
3478 0.059 18.252 0.413 0.98 1941.89 8081.8
3479 0.096 18.252 0.457 0.97 1942.25 8081.8
3481 0.080 18.252 0.422 0.98 1945.82 8115.6
3482 0.110 18.252 0.425 0.97 1946.19 8115.6
3483 0.103 18.252 0.499 0.97 1946.47 8064.9
3484 0.043 18.252 0.419 0.99 1946.89 8064.9
3485 0.048 18.252 0.421 0.99 1947.26 8064.9
3486 0.082 18.252 0.443 0.97 1947.64 8064.9
3487 0.095 18.252 0.457 0.97 1947.91 8064.9
3488 0.062 18.252 0.437 0.98 1948.29 8065.1
3489 0.093 18.252 0.439 0.97 1948.64 8065.2
3490 0.083 18.252 0.459 0.97 1949.01 8065.2
3491 0.131 18.252 0.444 0.96 1949.36 8065.5
3492 0.085 18.252 0.461 0.97 1949.67 8065.6
3494 0.067 18.252 0.432 0.98 1953.01 8173.5
3495 0.091 18.251 0.439 0.97 1953.38 8162.0
3496 0.088 18.251 0.451 0.97 1953.74 8124.3
3497 0.038 18.251 0.438 0.99 1954.11 8124.3
3498 0.073 18.251 0.410 0.98 1954.50 8073.9
3499 0.054 18.251 0.449 0.98 1954.87 7980.4
3500 0.109 18.251 0.400 0.97 1955.21 7980.4
3501 0.088 18.251 0.472 0.97 1955.57 7980.4
3502 0.054 18.251 0.437 0.98 1955.95 7980.4
3503 0.145 18.251 0.467 0.95 1956.20 7980.4
3504 0.065 18.251 0.454 0.98 1956.56 7980.6
3505 0.104 18.251 0.460 0.96 1956.92 7980.6
3506 0.223 18.251 0.473 0.93 1957.07 7980.6
3508 0.072 18.251 0.476 0.98 1960.57 7997.0
3509 0.096 18.251 0.456 0.97 1960.92 7997.0
3510 0.107 18.251 0.447 0.96 1961.27 7948.1
3511 0.044 18.251 0.414 0.99 1961.63 7948.1
3512 0.104 18.251 0.465 0.96 1961.99 7948.1
3513 0.063 18.251 0.426 0.98 1962.25 7948.1
3514 0.059 18.251 0.404 0.99 1962.65 7948.1
3515 0.082 18.251 0.462 0.97 1963.02 7948.3
3516 0.116 18.251 0.425 0.97 1963.42 7948.6
3517 0.105 18.251 0.431 0.96 1963.76 7948.6
3518 0.081 18.251 0.459 0.98 1964.09 7948.6
3519 0.045 18.251 0.449 0.98 1964.44 7948.6
3521 0.086 18.251 0.462 0.98 1967.91 7972.9
3522 0.070 18.251 0.450 0.98 1968.23 7972.9
3523 0.050 18.251 0.430 0.99 1968.62 7919.4
3524 0.076 18.251 0.440 0.97 1969.00 7919.4
3525 0.117 18.251 0.437 0.96 1969.35 7919.4
3526 0.090 18.251 0.432 0.97 1969.73 7919.4
3527 0.059 18.251 0.455 0.98 1970.12 7919.4
3528 0.069 18.251 0.457 0.98 1970.46 7919.4
3529 0.066 18.251 0.414 0.98 1970.86 7919.4
3530 0.084 18.251 0.457 0.97 1971.23 7919.4
3531 0.061 18.251 0.426 0.98 1971.61 7919.4
3532 0.195 18.251 0.416 0.94 1971.84 7919.4
3534 0.061 18.251 0.438 0.98 1975.49 8001.0
3535 0.079 18.251 0.456 0.97 1975.89 8001.0
3536 0.083 18.251 0.444 0.98 1976.25 7952.5
3537 0.105 18.251 0.460 0.96 1976.53 7952.5
3538 0.045 18.251 0.423 0.99 1976.92 7952.5
3539 0.072 18.251 0.430 0.98 1977.31 7952.5
3540 0.066 18.251 0.447 0.98 1977.66 7952.5
3541 0.146 18.251 0.427 0.96 1978.03 7952.5
3542 0.070 18.251 0.453 0.98 1978.38 7952.5
3543 0.155 18.251 0.468 0.95 1978.74 7952.5
3544 0.051 18.251 0.426 0.99 1979.16 7952.6
3545 0.087 18.251 0.411 0.97 1979.48 7952.6
3547 0.104 18.251 0.449 0.96 1983.05 8020.1
3548 0.068 18.251 0.458 0.98 1983.37 8020.1
3549 0.096 18.251 0.421 0.97 1983.70 8020.1
3550 0.068 18.251 0.448 0.98 1984.04 8020.1
3551 0.062 18.251 0.446 0.98 1984.41 8020.4
3552 0.098 18.251 0.409 0.97 1984.76 8020.4
3553 0.047 18.251 0.445 0.99 1985.13 8020.4
3554 0.102 18.251 0.446 0.96 1985.53 8020.8
3555 0.076 18.251 0.447 0.98 1985.92 8020.8
3556 0.092 18.251 0.436 0.98 1986.27 8020.8
3557 0.045 18.251 0.424 0.99 1986.63 8021.1
3558 0.055 18.251 0.446 0.98 1986.98 8021.1
3560 0.089 18.251 0.435 0.97 1990.34 8109.1
3561 0.094 18.251 0.418 0.97 1990.69 8111.1
3562 0.109 18.251 0.441 0.97 1991.05 8111.1
3563 0.073 18.251 0.460 0.98 1991.42 8111.1
3564 0.048 18.251 0.418 0.98 1991.84 8055.6
3565 0.066 18.251 0.420 0.98 1992.21 8055.9
3566 0.058 18.251 0.451 0.98 1992.59 8055.9
3567 0.062 18.251 0.485 0.98 1992.96 8056.2
3568 0.066 18.251 0.434 0.98 1993.30 8056.2
3569 0.086 18.251 0.452 0.97 1993.67 8006.3
3570 0.069 18.251 0.434 0.98 1994.05 8006.3
3571 0.103 18.251 0.459 0.98 1994.27 8006.4
3573 0.076 18.251 0.455 0.98 1997.68 8041.2
3574 0.106 18.251 0.418 0.96 1998.02 8041.4
3575 0.098 18.251 0.443 0.97 1998.37 8041.4
3576 0.046 18.251 0.442 0.98 1998.63 8041.4
3577 0.082 18.251 0.457 0.98 1999.04 8041.4
3578 0.043 18.251 0.460 0.99 1999.40 8041.4
3579 0.072 18.251 0.431 0.98 1999.77 8041.4
3580 0.055 18.251 0.411 0.98 2000.17 8041.4
3581 0.071 18.251 0.445 0.98 2000.52 8041.4
3582 0.095 18.251 0.441 0.97 2000.85 8041.4
3583 0.078 18.251 0.452 0.98 2001.20 8041.4
3584 0.105 18.251 0.473 0.96 2001.59 8041.4
3586 0.115 18.251 0.424 0.97 2005.30 8035.4
3587 0.117 18.251 0.443 0.96 2005.63 8006.4
3588 0.058 18.251 0.440 0.98 2006.01 8006.4
3589 0.107 18.251 0.453 0.96 2006.37 8006.8
3590 0.075 18.251 0.432 0.97 2006.72 8006.8
3591 0.051 18.251 0.438 0.98 2007.09 8006.8
3592 0.068 18.251 0.434 0.98 2007.42 8006.8
3593 0.082 18.251 0.443 0.97 2007.67 8006.8
3594 0.047 18.251 0.420 0.99 2008.08 8006.8
3595 0.060 18.251 0.453 0.98 2008.46 8006.8
3596 0.078 18.251 0.439 0.98 2008.82 8006.8
3597 0.078 18.251 0.435 0.98 2009.19 8006.8
3598 0.254 18.251 0.511 0.90 2009.33 8006.8
3600 0.125 18.251 0.459 0.95 2012.78 8095.7
3601 0.075 18.251 0.462 0.98 2013.18 8095.7
3602 0.041 18.251 0.415 0.99 2013.59 8095.7
3603 0.068 18.251 0.427 0.98 2013.94 8053.3
3604 0.081 18.251 0.434 0.98 2014.29 8053.4
3605 0.109 18.251 0.413 0.96 2014.63 8053.4
3606 0.047 18.251 0.444 0.98 2015.04 8053.4
3607 0.088 18.251 0.449 0.97 2015.43 8053.4
3608 0.078 18.251 0.483 0.97 2015.79 8029.5
3609 0.072 18.251 0.439 0.98 2016.14 8029.5
3610 0.095 18.251 0.432 0.97 2016.49 8029.5
3611 0.060 18.251 0.418 0.98 2016.73 8029.5
3613 0.080 18.251 0.429 0.97 2020.31 8092.1
3614 0.088 18.251 0.407 0.97 2020.67 8092.2
3615 0.108 18.251 0.461 0.96 2021.04 8092.4
3616 0.086 18.251 0.464 0.98 2021.40 8092.4
3617 0.087 18.251 0.417 0.97 2021.76 8092.4
3618 0.063 18.251 0.432 0.98 2022.14 8092.4
3619 0.107 18.251 0.429 0.97 2022.50 8092.6
3620 0.082 18.251 0.467 0.97 2022.85 8092.6
3621 0.039 18.251 0.432 0.99 2023.22 8092.6
3622 0.062 18.251 0.438 0.98 2023.63 8092.6
3623 0.068 18.251 0.433 0.98 2023.96 8092.6
3624 0.153 18.251 0.453 0.96 2024.18 8092.6
3626 0.045 18.251 0.450 0.99 2027.55 8123.9
3627 0.125 18.251 0.437 0.96 2027.87 8102.2
3628 0.091 18.251 0.436 0.97 2028.24 8102.2
3629 0.074 18.251 0.454 0.98 2028.63 8052.8
3630 0.108 18.251 0.428 0.97 2028.98 8052.8
3631 0.074 18.251 0.447 0.98 2029.32 7996.6
3632 0.061 18.251 0.451 0.98 2029.70 7996.6
3633 0.069 18.250 0.431 0.98 2030.07 7996.6
3634 0.071 18.250 0.432 0.98 2030.43 7996.6
3635 0.049 18.250 0.452 0.99 2030.81 7996.6
3636 0.050 18.250 0.433 0.98 2031.20 7996.6
3637 0.213 18.250 0.386 0.95 2031.41 7996.6
3639 0.089 18.250 0.471 0.97 2034.81 7942.9
3640 0.094 18.250 0.432 0.97 2035.14 7943.2
3641 0.046 18.250 0.434 0.99 2035.51 7943.5
3642 0.071 18.250 0.429 0.98 2035.86 7943.5
3643 0.121 18.250 0.446 0.97 2036.22 7943.5
3644 0.063 18.250 0.431 0.98 2036.62 7943.5
3645 0.074 18.250 0.433 0.98 2036.99 7943.5
3646 0.124 18.250 0.450 0.96 2037.33 7943.5
3647 0.081 18.250 0.479 0.97 2037.67 7943.7
3648 0.100 18.250 0.434 0.98 2038.04 7943.7
3649 0.057 18.250 0.428 0.98 2038.40 7943.7
3650 0.115 18.250 0.450 0.97 2038.70 7943.7
3652 0.059 18.250 0.442 0.98 2042.41 7833.0
3653 0.037 18.250 0.450 0.99 2042.78 7833.0
3654 0.069 18.250 0.414 0.98 2043.13 7833.0
3655 0.119 18.250 0.446 0.96 2043.49 7833.0
3656 0.059 18.250 0.410 0.99 2043.86 7833.0
3657 0.067 18.250 0.487 0.98 2044.21 7833.0
3658 0.075 18.250 0.444 0.97 2044.59 7833.0
3659 0.072 18.250 0.436 0.98 2044.96 7833.0
3660 0.091 18.250 0.438 0.97 2045.33 7833.0
3661 0.079 18.250 0.445 0.97 2045.69 7833.0
3662 0.098 18.250 0.449 0.97 2046.07 7833.0
3663 0.117 18.250 0.460 0.97 2046.30 7833.0
3665 0.091 18.250 0.466 0.97 2049.67 7862.8
3666 0.053 18.250 0.432 0.98 2050.03 7958.8
3667 0.040 18.250 0.435 0.99 2050.40 7958.8
3668 0.106 18.250 0.450 0.97 2050.79 7958.8
3669 0.137 18.250 0.424 0.96 2051.14 7935.7
3670 0.089 18.250 0.462 0.97 2051.48 7935.7
3671 0.164 18.250 0.394 0.96 2051.82 7935.7
3672 0.062 18.250 0.435 0.98 2052.21 7935.8
3673 0.067 18.250 0.453 0.98 2052.60 7912.8
3674 0.103 18.250 0.444 0.96 2052.97 7912.8
3675 0.100 18.250 0.470 0.97 2053.25 7912.8
3676 0.050 18.250 0.441 0.99 2053.62 7912.8
3677 0.072 18.250 0.509 0.98 2053.86 7912.8
3679 0.150 18.250 0.423 0.95 2057.71 7894.1
3680 0.075 18.250 0.413 0.98 2058.06 7894.2
3681 0.067 18.250 0.461 0.98 2058.38 7894.3
3682 0.111 18.250 0.489 0.97 2058.63 7894.3
3683 0.064 18.250 0.425 0.98 2059.02 7894.3
3684 0.062 18.250 0.431 0.98 2059.40 7894.6
3685 0.103 18.250 0.431 0.97 2059.78 7894.6
3686 0.079 18.250 0.446 0.97 2060.12 7894.6
3687 0.061 18.250 0.436 0.98 2060.48 7894.6
3688 0.051 18.250 0.436 0.98 2060.84 7894.7
3689 0.099 18.250 0.464 0.97 2061.22 7894.7
3690 0.168 18.250 0.471 0.94 2061.56 7894.7
3691 0.058 18.250 0.396 0.99 2061.78 7894.7
3693 0.110 18.250 0.471 0.96 2065.35 7895.8
3694 0.041 18.250 0.419 0.99 2065.68 7896.1
3695 0.093 18.250 0.427 0.97 2066.05 7840.5
3696 0.100 18.250 0.446 0.97 2066.44 7840.5
3697 0.070 18.250 0.448 0.97 2066.80 7840.5
3698 0.043 18.250 0.435 0.99 2067.20 7840.5
3699 0.041 18.250 0.429 0.99 2067.55 7840.7
3700 0.116 18.250 0.424 0.97 2067.91 7840.7
3701 0.066 18.250 0.442 0.98 2068.30 7840.7
3702 0.085 18.250 0.481 0.97 2068.60 7840.7
3703 0.073 18.250 0.428 0.98 2068.96 7840.7
3704 0.107 18.250 0.426 0.97 2069.27 7840.7
3706 0.104 18.250 0.452 0.97 2072.73 7918.0
3707 0.076 18.250 0.434 0.97 2073.10 7952.0
3708 0.048 18.250 0.445 0.99 2073.45 7952.0
3709 0.034 18.250 0.434 0.99 2073.84 7952.0
3710 0.098 18.250 0.422 0.97 2074.23 7952.0
3711 0.093 18.250 0.439 0.97 2074.56 7952.0
3712 0.068 18.250 0.397 0.98 2074.93 7952.1
3713 0.068 18.250 0.474 0.98 2075.32 7952.4
3714 0.160 18.250 0.476 0.95 2075.68 7952.4
3715 0.068 18.250 0.456 0.98 2076.02 7910.1
3716 0.049 18.250 0.424 0.99 2076.41 7910.1
3717 0.182 18.250 0.497 0.94 2076.63 7910.3
3719 0.071 18.250 0.452 0.98 2080.15 7857.2
3720 0.093 18.250 0.454 0.97 2080.49 7857.4
3721 0.114 18.250 0.441 0.96 2080.88 7857.4
3722 0.075 18.250 0.431 0.98 2081.24 7857.4
3723 0.069 18.250 0.466 0.98 2081.59 7857.4
3724 0.089 18.250 0.431 0.97 2081.95 7857.4
3725 0.073 18.250 0.411 0.98 2082.33 7857.4
3726 0.051 18.250 0.437 0.98 2082.71 7857.4
3727 0.084 18.250 0.428 0.98 2083.04 7857.4
3728 0.097 18.250 0.437 0.97 2083.41 7857.4
3729 0.057 18.250 0.437 0.98 2083.77 7857.5
3730 0.092 18.250 0.462 0.97 2084.02 7857.5
3732 0.075 18.250 0.429 0.98 2087.59 8065.5
3733 0.116 18.250 0.447 0.96 2087.94 8065.5
3734 0.068 18.250 0.457 0.98 2088.27 8020.8
3735 0.063 18.250 0.427 0.98 2088.64 8020.8
3736 0.049 18.250 0.439 0.99 2089.02 8020.8
3737 0.040 18.250 0.445 0.99 2089.40 8020.9
3738 0.083 18.250 0.466 0.97 2089.75 8020.9
3739 0.083 18.250 0.420 0.97 2090.12 8020.9
3740 0.119 18.250 0.458 0.96 2090.48 8020.9
3741 0.091 18.250 0.404 0.98 2090.85 8020.9
3742 0.065 18.250 0.448 0.98 2091.25 8020.9
3743 0.145 18.250 0.426 0.96 2091.51 8020.9
3745 0.050 18.250 0.428 0.98 2095.00 8054.3
3746 0.061 18.250 0.413 0.98 2095.39 8054.4
3747 0.066 18.250 0.445 0.98 2095.72 8024.1
3748 0.119 18.250 0.446 0.96 2096.11 7975.5
3749 0.096 18.250 0.436 0.97 2096.46 7917.1
3750 0.076 18.250 0.459 0.98 2096.83 7917.3
3751 0.085 18.250 0.458 0.97 2097.21 7917.3
3752 0.120 18.250 0.431 0.96 2097.55 7917.3
3753 0.056 18.250 0.426 0.98 2097.96 7917.3
3754 0.063 18.250 0.459 0.98 2098.30 7917.3
3755 0.121 18.250 0.408 0.96 2098.68 7917.3
3756 0.067 18.250 0.461 0.98 2098.92 7917.3
3758 0.045 18.250 0.445 0.99 2102.42 7893.3
3759 0.129 18.250 0.450 0.97 2102.75 7893.5
3760 0.073 18.250 0.428 0.98 2103.08 7893.6
