Steps out_loss reg_loss point_loss train_accuracy time memory
12056 0.105 18.248 0.475 0.97 6925.01 8960.3
12057 0.069 18.248 0.436 0.98 6925.38 8960.3
12058 0.081 18.248 0.464 0.97 6925.71 8960.3
12060 0.108 18.248 0.457 0.96 6929.45 8969.6
12061 0.113 18.248 0.433 0.97 6929.80 8969.6
12062 0.083 18.248 0.455 0.98 6930.10 8969.6
12063 0.041 18.248 0.421 0.99 6930.52 8969.6
12064 0.051 18.248 0.439 0.98 6930.88 8969.6
12065 0.125 18.248 0.438 0.97 6931.23 8969.6
12066 0.094 18.248 0.444 0.97 6931.61 8969.6
12067 0.076 18.248 0.466 0.97 6931.96 8969.6
12068 0.086 18.248 0.441 0.97 6932.30 8969.6
12069 0.088 18.248 0.430 0.97 6932.70 8969.6
12070 0.044 18.248 0.428 0.99 6933.10 8969.7
12071 0.054 18.248 0.443 0.98 6933.38 8969.7
12073 0.066 18.248 0.430 0.98 6937.12 9011.0
12074 0.050 18.248 0.428 0.98 6937.50 8905.7
12075 0.081 18.248 0.449 0.97 6937.87 8905.8
12076 0.083 18.248 0.427 0.97 6938.19 8906.0
12077 0.114 18.248 0.453 0.96 6938.52 8906.0
12078 0.065 18.248 0.466 0.98 6938.89 8906.0
12079 0.075 18.248 0.437 0.97 6939.26 8906.0
12080 0.049 18.248 0.445 0.98 6939.61 8906.0
12081 0.088 18.248 0.433 0.97 6939.96 8906.2
12082 0.061 18.248 0.455 0.98 6940.33 8906.2
12083 0.103 18.248 0.425 0.97 6940.73 8906.4
12084 0.160 18.248 0.408 0.95 6940.99 8883.3
12086 0.052 18.248 0.413 0.99 6944.78 8827.5
12087 0.117 18.248 0.450 0.97 6945.17 8827.5
12088 0.072 18.248 0.420 0.98 6945.53 8827.5
12089 0.129 18.248 0.435 0.96 6945.88 8827.5
12090 0.112 18.248 0.436 0.96 6946.23 8827.5
12091 0.054 18.248 0.450 0.98 6946.57 8827.7
12092 0.067 18.248 0.476 0.98 6946.94 8827.7
12093 0.075 18.248 0.445 0.98 6947.34 8827.7
12094 0.054 18.248 0.429 0.98 6947.72 8827.7
12095 0.087 18.248 0.465 0.97 6948.08 8827.7
12096 0.055 18.248 0.423 0.98 6948.44 8827.7
12097 0.055 18.248 0.434 0.98 6948.71 8827.7
12099 0.071 18.248 0.427 0.98 6952.51 8885.3
12100 0.076 18.248 0.452 0.97 6952.87 8885.3
12101 0.060 18.248 0.435 0.98 6953.23 8828.4
12102 0.111 18.248 0.432 0.96 6953.60 8828.4
12103 0.086 18.248 0.439 0.97 6953.98 8828.4
12104 0.080 18.248 0.431 0.98 6954.32 8828.4
12105 0.069 18.248 0.444 0.98 6954.68 8828.8
12106 0.099 18.248 0.472 0.97 6955.05 8828.8
12107 0.059 18.248 0.419 0.98 6955.42 8828.8
12108 0.083 18.248 0.436 0.97 6955.83 8828.8
12109 0.099 18.248 0.428 0.97 6956.22 8828.8
12110 0.108 18.248 0.467 0.97 6956.46 8828.9
12112 0.063 18.248 0.431 0.98 6960.22 8830.6
12113 0.087 18.248 0.433 0.97 6960.61 8830.6
12114 0.076 18.248 0.427 0.98 6960.93 8830.6
12115 0.096 18.248 0.445 0.97 6961.31 8830.6
12116 0.049 18.248 0.442 0.99 6961.70 8830.6
12117 0.042 18.248 0.429 0.99 6962.08 8830.6
12118 0.136 18.248 0.436 0.96 6962.45 8830.6
12119 0.086 18.248 0.461 0.98 6962.81 8830.6
12120 0.053 18.248 0.427 0.98 6963.20 8830.4
12121 0.101 18.248 0.454 0.97 6963.51 8830.4
12122 0.108 18.248 0.441 0.96 6963.85 8830.4
12123 0.063 18.248 0.466 0.98 6964.14 8830.4
12125 0.065 18.248 0.457 0.98 6967.98 8914.8
12126 0.094 18.248 0.433 0.97 6968.31 8914.8
12127 0.104 18.248 0.453 0.97 6968.71 8914.8
12128 0.067 18.248 0.434 0.98 6969.08 8914.8
12129 0.124 18.248 0.427 0.97 6969.39 8914.8
12130 0.083 18.248 0.443 0.97 6969.74 8914.8
12131 0.137 18.248 0.413 0.96 6970.16 8873.4
12132 0.064 18.248 0.444 0.98 6970.50 8849.8
12133 0.132 18.248 0.453 0.96 6970.77 8849.8
12134 0.060 18.248 0.452 0.98 6971.13 8849.8
12135 0.138 18.248 0.451 0.95 6971.45 8849.8
12136 0.082 18.248 0.429 0.97 6971.83 8849.8
12137 0.683 18.248 0.582 0.77 6971.98 8849.8
12139 0.067 18.248 0.416 0.98 6975.86 8913.5
12140 0.058 18.248 0.454 0.99 6976.21 8913.5
12141 0.099 18.248 0.409 0.96 6976.58 8913.5
12142 0.095 18.248 0.458 0.97 6976.91 8913.5
12143 0.042 18.248 0.438 0.99 6977.29 8913.5
12144 0.075 18.248 0.445 0.98 6977.67 8913.7
12145 0.044 18.248 0.436 0.99 6978.04 8913.7
12146 0.072 18.248 0.443 0.98 6978.38 8913.7
12147 0.159 18.248 0.448 0.95 6978.69 8860.3
12148 0.033 18.248 0.438 0.99 6979.07 8860.3
12149 0.209 18.248 0.449 0.93 6979.43 8860.3
12150 0.080 18.248 0.438 0.98 6979.73 8860.3
12152 0.059 18.248 0.451 0.98 6983.58 8854.2
12153 0.078 18.248 0.445 0.98 6983.93 8854.4
12154 0.061 18.248 0.438 0.98 6984.24 8854.9
12155 0.044 18.248 0.417 0.99 6984.63 8854.9
12156 0.067 18.248 0.445 0.98 6985.02 8854.9
12157 0.050 18.248 0.447 0.98 6985.39 8833.8
12158 0.091 18.248 0.457 0.97 6985.74 8833.8
12159 0.062 18.248 0.431 0.98 6986.11 8833.8
12160 0.133 18.248 0.414 0.96 6986.46 8833.8
12161 0.039 18.248 0.440 0.99 6986.80 8833.8
12162 0.083 18.248 0.435 0.97 6987.12 8833.8
12163 0.109 18.248 0.448 0.96 6987.45 8833.8
12165 0.108 18.248 0.429 0.96 6991.29 8838.8
12166 0.055 18.248 0.443 0.98 6991.60 8863.5
12167 0.065 18.248 0.431 0.98 6991.98 8863.6
12168 0.078 18.248 0.425 0.98 6992.29 8808.2
12169 0.038 18.248 0.437 0.99 6992.67 8808.3
12170 0.091 18.248 0.424 0.97 6993.07 8808.3
12171 0.067 18.248 0.470 0.98 6993.45 8808.3
12172 0.051 18.248 0.456 0.98 6993.82 8808.3
12173 0.075 18.248 0.421 0.97 6994.19 8808.3
12174 0.065 18.248 0.467 0.98 6994.54 8808.3
12175 0.085 18.248 0.431 0.97 6994.91 8808.3
12176 0.077 18.248 0.443 0.98 6995.22 8808.3
12178 0.070 18.248 0.429 0.98 6999.12 8896.4
12179 0.132 18.248 0.454 0.95 6999.46 8896.4
12180 0.096 18.248 0.454 0.97 6999.81 8896.6
12181 0.045 18.248 0.429 0.98 7000.19 8896.8
12182 0.101 18.248 0.449 0.97 7000.56 8896.8
12183 0.102 18.248 0.454 0.97 7000.91 8851.6
12184 0.101 18.248 0.449 0.97 7001.25 8851.6
12185 0.066 18.248 0.438 0.98 7001.61 8851.6
12186 0.058 18.248 0.407 0.98 7001.90 8851.6
12187 0.051 18.248 0.442 0.98 7002.28 8851.6
12188 0.064 18.248 0.431 0.98 7002.59 8851.6
12189 0.087 18.248 0.423 0.98 7002.94 8851.6
12190 0.837 18.248 0.474 0.67 7003.13 8851.6
12192 0.079 18.248 0.440 0.97 7006.90 8824.5
12193 0.086 18.248 0.428 0.97 7007.27 8776.5
12194 0.075 18.248 0.466 0.98 7007.59 8776.5
12195 0.138 18.248 0.430 0.95 7007.96 8776.5
12196 0.077 18.248 0.421 0.97 7008.34 8776.5
12197 0.145 18.248 0.451 0.96 7008.73 8776.7
12198 0.071 18.248 0.443 0.98 7009.14 8776.7
12199 0.061 18.248 0.446 0.98 7009.43 8776.7
12200 0.036 18.248 0.434 0.99 7009.82 8776.7
12201 0.036 18.248 0.424 0.99 7010.22 8776.7
12202 0.049 18.248 0.451 0.99 7010.55 8776.8
12203 0.073 18.248 0.444 0.98 7010.91 8776.8
12205 0.067 18.248 0.454 0.98 7014.59 8822.4
12206 0.075 18.248 0.427 0.98 7014.94 8822.5
12207 0.057 18.248 0.438 0.98 7015.32 8822.5
12208 0.062 18.248 0.455 0.98 7015.60 8822.7
12209 0.057 18.248 0.431 0.98 7015.97 8822.8
12210 0.111 18.248 0.439 0.96 7016.31 8822.8
12211 0.071 18.248 0.451 0.98 7016.66 8822.8
12212 0.038 18.248 0.416 0.99 7017.04 8822.8
12213 0.123 18.248 0.454 0.96 7017.41 8822.8
12214 0.094 18.248 0.436 0.97 7017.77 8822.9
12215 0.084 18.248 0.395 0.97 7018.10 8823.1
12216 0.056 18.248 0.435 0.98 7018.50 8823.1
12217 0.182 18.248 0.540 0.93 7018.67 8823.1
12219 0.100 18.248 0.423 0.97 7022.41 8841.4
12220 0.087 18.248 0.454 0.97 7022.75 8841.6
12221 0.065 18.248 0.437 0.98 7023.11 8841.6
12222 0.059 18.248 0.448 0.98 7023.45 8841.6
12223 0.077 18.248 0.426 0.97 7023.79 8841.6
12224 0.072 18.248 0.418 0.98 7024.07 8841.6
12225 0.067 18.248 0.399 0.99 7024.44 8802.1
12226 0.096 18.248 0.476 0.97 7024.82 8802.1
12227 0.040 18.248 0.427 0.99 7025.23 8802.1
12228 0.086 18.248 0.437 0.97 7025.61 8769.0
12229 0.076 18.248 0.445 0.97 7026.01 8769.0
12230 0.077 18.248 0.466 0.98 7026.31 8769.0
12232 0.068 18.248 0.424 0.98 7030.15 8763.6
12233 0.083 18.248 0.415 0.97 7030.52 8763.8
12234 0.083 18.248 0.444 0.97 7030.89 8763.8
12235 0.052 18.248 0.435 0.98 7031.27 8763.8
12236 0.044 18.248 0.440 0.99 7031.65 8763.8
12237 0.123 18.248 0.457 0.96 7032.02 8763.8
12238 0.089 18.248 0.452 0.97 7032.39 8763.8
12239 0.066 18.248 0.447 0.98 7032.78 8763.8
12240 0.038 18.248 0.447 0.99 7033.15 8763.8
12241 0.064 18.248 0.420 0.98 7033.50 8763.8
12242 0.089 18.248 0.458 0.97 7033.83 8763.8
12243 0.151 18.248 0.415 0.96 7034.08 8763.8
12245 0.089 18.248 0.433 0.97 7037.96 8794.5
12246 0.060 18.248 0.464 0.98 7038.32 8794.2
12247 0.050 18.248 0.432 0.99 7038.69 8794.5
12248 0.068 18.248 0.458 0.98 7039.04 8794.5
12249 0.036 18.248 0.419 0.99 7039.36 8794.5
12250 0.069 18.248 0.454 0.98 7039.73 8794.5
12251 0.104 18.248 0.433 0.97 7040.08 8794.5
12252 0.071 18.248 0.441 0.98 7040.46 8794.5
12253 0.062 18.248 0.426 0.98 7040.85 8794.7
12254 0.127 18.248 0.440 0.96 7041.18 8794.7
12255 0.084 18.248 0.430 0.97 7041.52 8794.7
12256 0.110 18.248 0.450 0.97 7041.83 8794.7
12258 0.086 18.248 0.421 0.97 7045.67 8834.2
12259 0.072 18.248 0.460 0.98 7046.07 8834.2
12260 0.083 18.248 0.449 0.97 7046.43 8834.2
12261 0.180 18.248 0.436 0.94 7046.81 8834.2
12262 0.083 18.248 0.442 0.97 7047.17 8834.2
12263 0.049 18.248 0.449 0.98 7047.54 8834.3
12264 0.036 18.248 0.429 0.99 7047.92 8834.3
12265 0.065 18.248 0.427 0.98 7048.30 8834.3
12266 0.097 18.248 0.438 0.97 7048.68 8834.3
12267 0.070 18.248 0.456 0.98 7049.03 8834.3
12268 0.053 18.248 0.424 0.98 7049.41 8834.3
12269 0.264 18.248 0.431 0.93 7049.63 8834.3
12271 0.065 18.248 0.440 0.98 7053.46 8920.7
12272 0.079 18.248 0.425 0.97 7053.81 8920.7
12273 0.120 18.248 0.481 0.96 7054.19 8920.7
12274 0.068 18.248 0.438 0.98 7054.56 8868.9
12275 0.072 18.248 0.433 0.98 7054.93 8868.9
12276 0.078 18.248 0.400 0.97 7055.29 8868.9
12277 0.075 18.248 0.448 0.98 7055.64 8868.9
12278 0.065 18.248 0.454 0.98 7056.03 8868.9
12279 0.056 18.248 0.427 0.98 7056.41 8868.9
12280 0.084 18.248 0.448 0.97 7056.76 8868.9
12281 0.091 18.248 0.425 0.97 7057.13 8868.9
12282 0.128 18.248 0.436 0.96 7057.32 8868.9
12284 0.051 18.248 0.435 0.98 7061.38 8891.2
12285 0.062 18.248 0.445 0.98 7061.77 8891.2
12286 0.129 18.248 0.459 0.96 7062.01 8891.2
12287 0.036 18.248 0.430 0.99 7062.39 8891.2
12288 0.060 18.248 0.440 0.98 7062.70 8891.3
12289 0.090 18.248 0.417 0.97 7063.07 8891.3
12290 0.104 18.248 0.481 0.97 7063.36 8891.3
12291 0.058 18.248 0.446 0.98 7063.73 8891.3
12292 0.117 18.248 0.404 0.96 7064.10 8891.3
12293 0.062 18.248 0.461 0.98 7064.46 8891.3
12294 0.087 18.248 0.456 0.97 7064.84 8891.3
12295 0.086 18.248 0.443 0.97 7065.22 8891.3
12296 0.566 18.248 0.459 0.81 7065.40 8891.3
12298 0.093 18.248 0.409 0.97 7069.16 8832.3
12299 0.078 18.248 0.438 0.98 7069.51 8832.3
12300 0.082 18.248 0.437 0.97 7069.92 8832.3
12301 0.068 18.248 0.460 0.98 7070.30 8782.1
12302 0.099 18.248 0.438 0.97 7070.69 8727.4
12303 0.123 18.248 0.481 0.96 7071.05 8727.4
12304 0.075 18.248 0.444 0.98 7071.41 8727.4
12305 0.094 18.248 0.438 0.97 7071.79 8727.6
12306 0.046 18.248 0.436 0.99 7072.19 8727.6
12307 0.093 18.248 0.460 0.97 7072.54 8727.6
12308 0.116 18.248 0.444 0.96 7072.92 8727.6
12309 0.048 18.248 0.446 0.99 7073.18 8727.6
12311 0.117 18.248 0.423 0.96 7077.23 8693.8
12312 0.077 18.248 0.426 0.98 7077.57 8657.5
12313 0.090 18.248 0.418 0.98 7077.93 8657.5
12314 0.065 18.248 0.443 0.98 7078.30 8657.5
12315 0.050 18.248 0.434 0.98 7078.69 8657.5
12316 0.048 18.248 0.419 0.99 7079.08 8657.5
12317 0.091 18.248 0.437 0.97 7079.48 8657.6
12318 0.081 18.248 0.438 0.97 7079.85 8657.6
12319 0.059 18.248 0.467 0.98 7080.22 8657.6
12320 0.060 18.248 0.471 0.98 7080.61 8657.6
12321 0.105 18.248 0.442 0.96 7080.97 8657.6
12322 0.067 18.248 0.469 0.98 7081.20 8657.6
12324 0.111 18.248 0.427 0.96 7085.05 8741.0
12325 0.076 18.248 0.451 0.98 7085.40 8741.0
12326 0.092 18.248 0.459 0.97 7085.78 8741.0
12327 0.036 18.248 0.422 0.99 7086.17 8741.0
12328 0.084 18.248 0.440 0.97 7086.52 8741.0
12329 0.092 18.248 0.449 0.98 7086.85 8741.0
12330 0.060 18.248 0.439 0.98 7087.20 8741.0
12331 0.063 18.248 0.457 0.98 7087.52 8691.7
12332 0.059 18.248 0.428 0.98 7087.89 8691.7
12333 0.099 18.248 0.413 0.97 7088.24 8691.7
12334 0.077 18.248 0.463 0.98 7088.61 8691.7
12335 0.086 18.248 0.448 0.97 7088.97 8691.9
12337 0.050 18.248 0.449 0.98 7092.84 8702.5
12338 0.115 18.248 0.429 0.96 7093.18 8702.5
12339 0.035 18.248 0.454 0.99 7093.46 8702.5
12340 0.060 18.248 0.427 0.98 7093.83 8702.5
12341 0.056 18.248 0.446 0.98 7094.19 8702.6
12342 0.088 18.248 0.431 0.97 7094.57 8702.6
12343 0.110 18.248 0.425 0.96 7094.93 8702.6
12344 0.059 18.248 0.464 0.98 7095.32 8702.6
12345 0.062 18.248 0.416 0.98 7095.69 8702.6
12346 0.092 18.248 0.436 0.97 7096.06 8702.6
12347 0.080 18.248 0.451 0.98 7096.42 8702.8
12348 0.094 18.248 0.457 0.97 7096.75 8702.8
12350 0.096 18.248 0.433 0.97 7100.52 8720.3
12351 0.055 18.248 0.422 0.98 7100.89 8720.3
12352 0.081 18.248 0.440 0.97 7101.30 8720.3
12353 0.092 18.248 0.443 0.97 7101.70 8720.5
12354 0.070 18.248 0.458 0.98 7102.03 8720.5
12355 0.101 18.248 0.417 0.97 7102.40 8680.2
12356 0.147 18.248 0.439 0.95 7102.76 8680.2
12357 0.068 18.248 0.434 0.98 7103.15 8680.2
12358 0.078 18.248 0.433 0.97 7103.51 8680.2
12359 0.085 18.248 0.462 0.97 7103.87 8680.2
12360 0.068 18.248 0.421 0.98 7104.25 8680.2
12361 0.123 18.248 0.460 0.96 7104.45 8680.2
12363 0.086 18.248 0.444 0.97 7108.17 8742.2
12364 0.113 18.248 0.439 0.96 7108.58 8709.8
12365 0.091 18.248 0.425 0.97 7108.96 8709.8
12366 0.077 18.248 0.426 0.97 7109.32 8710.0
12367 0.111 18.248 0.458 0.96 7109.69 8683.1
12368 0.066 18.248 0.435 0.98 7110.04 8683.2
12369 0.079 18.248 0.416 0.98 7110.40 8683.2
12370 0.068 18.248 0.427 0.98 7110.81 8683.4
12371 0.065 18.248 0.476 0.98 7111.17 8683.4
12372 0.044 18.248 0.447 0.99 7111.54 8683.4
12373 0.064 18.248 0.430 0.98 7111.92 8683.4
12374 0.088 18.248 0.432 0.98 7112.17 8683.4
12376 0.059 18.248 0.456 0.98 7115.93 8810.1
12377 0.129 18.248 0.432 0.96 7116.27 8810.1
12378 0.084 18.248 0.433 0.97 7116.64 8810.2
12379 0.063 18.248 0.463 0.98 7117.01 8810.2
12380 0.184 18.248 0.440 0.95 7117.36 8810.2
12381 0.085 18.248 0.468 0.97 7117.73 8810.2
12382 0.079 18.248 0.445 0.97 7118.10 8810.2
12383 0.073 18.248 0.421 0.98 7118.46 8810.2
12384 0.059 18.248 0.410 0.98 7118.83 8810.5
12385 0.110 18.248 0.439 0.97 7119.19 8810.5
12386 0.075 18.248 0.443 0.98 7119.60 8757.8
12387 0.137 18.248 0.426 0.97 7119.80 8757.8
12389 0.074 18.248 0.466 0.98 7123.62 8765.7
12390 0.072 18.248 0.461 0.98 7123.99 8716.8
12391 0.069 18.248 0.429 0.98 7124.37 8716.8
12392 0.083 18.248 0.444 0.97 7124.74 8671.3
12393 0.070 18.248 0.414 0.98 7125.11 8671.3
12394 0.103 18.248 0.443 0.97 7125.50 8671.3
12395 0.108 18.248 0.473 0.97 7125.87 8652.1
12396 0.075 18.248 0.431 0.98 7126.23 8652.1
12397 0.091 18.248 0.433 0.97 7126.64 8652.1
12398 0.066 18.248 0.435 0.98 7126.93 8652.1
12399 0.053 18.248 0.434 0.99 7127.27 8652.1
12400 0.085 18.248 0.444 0.98 7127.55 8652.1
12402 0.077 18.248 0.467 0.98 7131.25 8655.8
12403 0.106 18.248 0.431 0.96 7131.62 8655.8
12404 0.095 18.248 0.460 0.97 7131.97 8655.8
12405 0.092 18.248 0.452 0.97 7132.33 8655.8
12406 0.069 18.248 0.448 0.98 7132.70 8655.8
12407 0.191 18.248 0.452 0.95 7133.07 8655.8
12408 0.078 18.248 0.445 0.97 7133.42 8655.8
12409 0.099 18.248 0.431 0.97 7133.75 8655.8
12410 0.070 18.248 0.449 0.98 7134.13 8656.0
12411 0.127 18.248 0.443 0.96 7134.46 8656.0
12412 0.078 18.248 0.449 0.99 7134.86 8656.0
12413 0.071 18.248 0.429 0.98 7135.15 8656.0
12415 0.054 18.248 0.432 0.98 7138.98 8633.8
12416 0.082 18.248 0.444 0.98 7139.35 8633.8
12417 0.056 18.248 0.418 0.98 7139.75 8633.8
12418 0.080 18.248 0.429 0.97 7140.15 8633.8
12419 0.074 18.248 0.464 0.98 7140.49 8633.8
12420 0.109 18.248 0.434 0.97 7140.85 8633.8
12421 0.130 18.248 0.470 0.96 7141.23 8633.8
12422 0.071 18.248 0.438 0.98 7141.60 8633.8
12423 0.076 18.248 0.445 0.97 7141.97 8633.8
12424 0.062 18.248 0.444 0.98 7142.23 8633.8
12425 0.066 18.248 0.455 0.98 7142.56 8633.8
12426 0.045 18.248 0.419 0.99 7142.92 8633.8
12427 2.611 18.248 0.469 0.41 7143.06 8633.8
12429 0.061 18.248 0.450 0.99 7147.13 8700.4
12430 0.073 18.248 0.441 0.98 7147.49 8700.4
12431 0.067 18.248 0.442 0.98 7147.87 8657.3
12432 0.108 18.248 0.439 0.97 7148.24 8657.3
12433 0.066 18.248 0.437 0.98 7148.61 8619.9
12434 0.071 18.248 0.421 0.98 7148.97 8619.9
12435 0.050 18.248 0.436 0.98 7149.36 8620.1
12436 0.041 18.248 0.422 0.99 7149.74 8620.1
12437 0.073 18.248 0.425 0.98 7150.10 8620.1
12438 0.142 18.248 0.456 0.95 7150.44 8620.1
12439 0.094 18.248 0.439 0.97 7150.83 8620.2
12440 0.158 18.248 0.501 0.96 7151.00 8620.2
12442 0.094 18.248 0.457 0.97 7154.79 8703.8
12443 0.050 18.248 0.438 0.99 7155.14 8703.6
12444 0.063 18.248 0.443 0.98 7155.54 8703.6
12445 0.080 18.248 0.467 0.97 7155.89 8703.7
12446 0.056 18.248 0.443 0.98 7156.27 8703.9
12447 0.036 18.248 0.462 0.99 7156.65 8635.8
12448 0.129 18.248 0.435 0.96 7157.04 8635.8
12449 0.123 18.248 0.421 0.96 7157.38 8615.2
12450 0.073 18.248 0.399 0.98 7157.75 8615.3
12451 0.078 18.248 0.423 0.98 7158.10 8615.4
12452 0.055 18.248 0.435 0.98 7158.50 8615.4
12453 0.099 18.248 0.459 0.97 7158.75 8615.4
12455 0.035 18.248 0.435 0.99 7162.46 8712.8
12456 0.064 18.248 0.430 0.98 7162.78 8749.9
12457 0.038 18.248 0.434 0.99 7163.17 8750.1
12458 0.059 18.248 0.442 0.98 7163.51 8750.1
12459 0.083 18.248 0.414 0.98 7163.90 8750.1
12460 0.066 18.248 0.461 0.97 7164.26 8699.2
12461 0.069 18.248 0.436 0.98 7164.67 8655.2
12462 0.087 18.248 0.451 0.97 7164.98 8655.2
12463 0.155 18.248 0.418 0.95 7165.34 8655.2
12464 0.080 18.248 0.453 0.97 7165.73 8655.3
12465 0.064 18.248 0.456 0.98 7166.12 8655.3
12466 0.111 18.248 0.450 0.96 7166.44 8655.6
12468 0.074 18.248 0.423 0.97 7170.33 8735.7
12469 0.288 18.248 0.445 0.91 7170.67 8735.7
12470 0.064 18.248 0.450 0.98 7171.08 8735.8
12471 0.087 18.248 0.402 0.98 7171.45 8736.0
12472 0.138 18.248 0.444 0.95 7171.83 8736.1
12473 0.070 18.248 0.462 0.98 7172.20 8736.5
12474 0.068 18.248 0.442 0.98 7172.55 8736.5
12475 0.045 18.248 0.468 0.99 7172.83 8736.5
12476 0.059 18.248 0.426 0.98 7173.21 8736.5
12477 0.076 18.248 0.439 0.98 7173.62 8736.5
12478 0.084 18.248 0.436 0.97 7173.96 8736.7
12479 0.049 18.248 0.446 0.99 7174.28 8736.7
12481 0.075 18.248 0.430 0.98 7178.09 8801.1
12482 0.083 18.248 0.454 0.97 7178.43 8801.1
12483 0.081 18.248 0.445 0.97 7178.80 8742.5
12484 0.075 18.248 0.451 0.98 7179.20 8742.7
12485 0.116 18.248 0.426 0.97 7179.56 8742.7
12486 0.119 18.248 0.436 0.96 7179.94 8742.8
12487 0.063 18.248 0.438 0.98 7180.31 8742.8
12488 0.060 18.248 0.474 0.98 7180.65 8742.8
12489 0.072 18.248 0.426 0.98 7180.99 8742.8
12490 0.055 18.248 0.440 0.98 7181.38 8742.8
12491 0.050 18.248 0.430 0.98 7181.70 8742.8
12492 0.049 18.248 0.424 0.99 7182.05 8742.8
12494 0.060 18.248 0.448 0.98 7185.75 8834.5
12495 0.056 18.248 0.435 0.98 7186.14 8874.7
12496 0.059 18.248 0.442 0.98 7186.53 8863.8
12497 0.099 18.248 0.427 0.97 7186.91 8863.8
12498 0.108 18.248 0.474 0.96 7187.23 8863.8
12499 0.079 18.248 0.450 0.97 7187.60 8863.8
12500 0.057 18.248 0.437 0.98 7187.96 8863.8
12501 0.105 18.248 0.422 0.97 7188.31 8863.8
12502 0.037 18.248 0.431 0.99 7188.69 8863.8
12503 0.076 18.248 0.458 0.97 7189.05 8863.8
12504 0.067 18.248 0.422 0.98 7189.43 8864.1
12505 0.112 18.248 0.417 0.97 7189.70 8864.1
12507 0.057 18.248 0.452 0.99 7195.60 8825.4
12508 0.061 18.248 0.436 0.98 7195.93 8825.4
12509 0.074 18.248 0.453 0.97 7196.28 8825.4
12510 0.095 18.248 0.452 0.97 7196.65 8825.4
12511 0.077 18.248 0.460 0.97 7197.03 8825.4
12512 0.116 18.248 0.439 0.96 7197.37 8777.1
12513 0.070 18.248 0.431 0.98 7197.77 8777.1
12514 0.063 18.248 0.448 0.98 7198.13 8777.1
12515 0.049 18.248 0.433 0.98 7198.53 8777.1
12516 0.158 18.248 0.409 0.95 7198.91 8777.1
12517 0.057 18.248 0.413 0.98 7199.28 8777.1
12518 0.141 18.248 0.449 0.95 7199.49 8777.1
12520 0.093 18.248 0.465 0.97 7203.27 8756.4
12521 0.071 18.248 0.426 0.98 7203.64 8756.4
12522 0.073 18.248 0.463 0.97 7204.01 8756.4
12523 0.059 18.248 0.433 0.98 7204.38 8756.4
12524 0.098 18.248 0.461 0.97 7204.75 8756.4
12525 0.082 18.248 0.419 0.97 7205.11 8756.4
12526 0.091 18.248 0.400 0.97 7205.50 8756.7
12527 0.103 18.248 0.425 0.97 7205.85 8756.7
12528 0.058 18.248 0.427 0.98 7206.19 8756.7
12529 0.069 18.248 0.451 0.98 7206.55 8756.7
12530 0.074 18.248 0.476 0.98 7206.93 8756.7
12531 0.145 18.248 0.510 0.95 7207.11 8756.7
12533 0.065 18.248 0.427 0.98 7210.91 8752.0
12534 0.082 18.248 0.396 0.98 7211.26 8721.2
12535 0.148 18.248 0.441 0.95 7211.59 8721.2
12536 0.049 18.248 0.433 0.99 7211.99 8721.2
12537 0.077 18.248 0.447 0.98 7212.36 8721.2
12538 0.076 18.248 0.433 0.97 7212.70 8721.2
12539 0.117 18.248 0.447 0.96 7213.06 8721.2
12540 0.027 18.248 0.411 0.99 7213.45 8721.2
12541 0.107 18.248 0.449 0.97 7213.80 8721.2
12542 0.068 18.248 0.439 0.98 7214.17 8721.2
12543 0.094 18.248 0.458 0.97 7214.58 8685.7
12544 0.108 18.248 0.488 0.96 7214.90 8685.7
12546 0.158 18.248 0.458 0.94 7218.69 8756.5
12547 0.072 18.248 0.496 0.98 7219.02 8732.1
12548 0.121 18.248 0.417 0.97 7219.37 8683.3
12549 0.102 18.248 0.441 0.97 7219.74 8683.3
12550 0.104 18.248 0.442 0.97 7220.05 8683.3
12551 0.065 18.248 0.430 0.98 7220.46 8683.4
12552 0.071 18.248 0.449 0.98 7220.81 8683.7
12553 0.052 18.248 0.451 0.98 7221.19 8683.9
12554 0.072 18.248 0.426 0.98 7221.52 8683.9
12555 0.067 18.248 0.445 0.98 7221.88 8683.9
12556 0.072 18.248 0.449 0.98 7222.20 8683.9
12557 0.062 18.248 0.422 0.98 7222.59 8629.4
12559 0.051 18.248 0.440 0.98 7226.29 8672.6
12560 0.057 18.248 0.440 0.98 7226.61 8672.6
12561 0.101 18.248 0.391 0.97 7226.99 8672.6
12562 0.102 18.248 0.458 0.96 7227.37 8672.6
12563 0.059 18.248 0.434 0.98 7227.74 8672.6
12564 0.056 18.248 0.441 0.98 7228.07 8672.6
12565 0.061 18.248 0.440 0.98 7228.45 8672.6
12566 0.057 18.248 0.432 0.98 7228.84 8672.6
12567 0.105 18.248 0.432 0.97 7229.17 8672.6
12568 0.095 18.248 0.458 0.97 7229.53 8672.6
12569 0.092 18.248 0.478 0.97 7229.90 8672.6
12570 0.063 18.248 0.438 0.98 7230.23 8672.6
12572 0.083 18.248 0.452 0.97 7233.93 8698.8
12573 0.037 18.248 0.434 0.99 7234.32 8698.8
12574 0.081 18.248 0.429 0.98 7234.67 8698.8
12575 0.110 18.248 0.426 0.96 7235.04 8698.8
12576 0.067 18.248 0.421 0.98 7235.43 8698.8
